trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode,z_score
2019-01-02 13:38:08,4613314721966,fraud_Medhurst PLC,shopping_net,844.8,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,248c2746e78f2ec713df51254ff1b302,1325511488,35.987802,-81.25433199999999,1,28606,4.83076410473052
2019-01-02 15:34:29,213154573301411,"fraud_Hagenes, Hermann and Stroman",travel,576.25,Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,1982-02-10,0ea6bdd4ef4746e830d7f53ec055ae83,1325518469,38.013186,-87.4072,0,47610,3.1556353877732213
2019-01-02 20:47:54,676369110710,fraud_Kessler Inc,travel,1031.92,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28,55e9f1ce9982756c8e3981b5f303add3,1325537274,42.333696,-83.093106,0,48216,5.997958614196354
2019-01-02 23:52:08,4613314721966,fraud_Ruecker Group,misc_net,843.91,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,2f7d497f607396ab669c14c2abe3886f,1325548328,35.985612,-81.383306,1,28606,4.825212570349242
2019-01-03 00:27:07,4514242065619750,"fraud_Boehm, Predovic and Reinger",misc_pos,658.19,Janet,Carpenter,F,9870 Collins Flat,Laramie,WY,82072,41.4247,-105.4781,35371,"Pilot, airline",1988-09-02,58d9e15862d29c820b1f11806458cc1e,1325550427,40.997417,-105.557407,0,-1,3.6667508115955303
2019-01-03 03:11:33,4760122961662,"fraud_Weimann, Kuhic and Beahan",shopping_pos,563.35,Robert,Jordan,M,4602 Lopez Glens Suite 900,Arcadia,OH,44804,41.1116,-83.50200000000001,1202,Curator,1933-03-01,7cc0053b040991864a07eec5c837c514,1325560293,40.308048,-84.14255899999999,0,45365,3.0751693276401024
2019-01-03 04:37:16,3511378610369890,fraud_Zemlak Group,misc_net,948.46,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,c680bdc322bf76f1c24f3c5b494c7f29,1325565436,35.685878,-85.557001,0,38581,5.4773619181723125
2019-01-03 12:29:27,375974680629816,"fraud_Terry, Johns and Bins",misc_pos,889.09,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,1973-04-06,b31d0f0d8e3ef11a4ec181684a9e9a3f,1325593767,41.282392,-73.92183100000001,0,10566,5.107030911187562
2019-01-03 13:48:10,4223708906367574214,fraud_Jerde-Hermann,travel,602.65,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,daf5b06ec9764c8b97088fca53dfffde,1325598490,39.401913,-85.442546,0,47240,3.3203101154875116
2019-01-03 14:07:11,676102124465,"fraud_Reichert, Shanahan and Hayes",shopping_net,767.07,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1985-08-21,813128e3fb8399ff82fae63f2a7c69ad,1325599631,38.399457,-123.007562,0,95465,4.345909309835377
2019-01-03 15:17:29,38530489946071,"fraud_Reichert, Rowe and Mraz",shopping_net,684.0,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1989-05-14,9e126fda81b7d4ebc6e459f28654ba06,1325603849,34.906643,-82.02582,0,29301,3.8277453086525695
2019-01-03 16:02:58,378904938837132,fraud_Hickle Group,shopping_pos,1287.18,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1986-05-01,1a7780934828f247974f41146d287552,1325606578,34.842576,-97.983577,0,73082,7.590188576179299
2019-01-03 18:07:01,4922710831011201,fraud_Pouros-Conroy,shopping_pos,711.66,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,d8daaffedc75c3e9228351ffac06aca9,1325614021,41.207335,-78.84093299999999,1,15824,4.0002795120077685
2019-01-03 19:12:31,675990301623,fraud_Mohr Inc,shopping_pos,726.22,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,1994-03-13,553f4ecf810de0d2cb081452f65486fb,1325617951,40.530437,-75.576052,0,18087,4.091100119413833
2019-01-03 22:09:00,4922710831011201,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,707.5,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,e366fd492cb7dfca302daba1f62ba9f4,1325628540,40.601968,-78.768636,1,15775,3.974330767034608
2019-01-03 22:21:15,4613314721966,fraud_Fisher Inc,shopping_net,942.62,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,41b9e040c87e3ec6928ea9f86c571774,1325629275,35.76589,-81.951839,1,28761,5.440933872344606
2019-01-03 23:09:51,4613314721966,fraud_Morissette PLC,shopping_pos,821.96,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,b7941dbeaf57c1dd33db619996852b0a,1325632191,35.772593,-81.593183,1,28690,4.6882955145413385
2019-01-03 23:29:57,4613314721966,fraud_Lemke-Gutmann,shopping_net,1092.68,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,d7a512888741e0585a7277b2d1bc8348,1325633397,36.981465,-80.767836,1,24324,6.376959995102425
2019-01-03 23:41:36,4613314721966,fraud_Mohr-Bayer,shopping_net,1254.27,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,e8cd6d3df90834fe23e6ebb4e52a7349,1325634096,36.105024,-80.963186,1,28669,7.384906557653643
2019-01-04 05:09:49,2235335206132667,fraud_Lynch Ltd,shopping_pos,1180.3,Maria,Rosales,F,6611 Parrish Garden Apt. 428,Waynesfield,OH,45896,40.6072,-83.9585,2089,Building control surveyor,1963-06-22,44827746427d28ce90c337b84cdad67c,1325653789,40.438221,-83.485925,0,43358,6.923505436099626
2019-01-04 07:45:06,3592931352252641,fraud_Terry-Huel,shopping_net,620.1,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,1935-06-29,01ac1b567937a0ecd508463f27d3bc18,1325663106,45.259462,-92.125556,0,54004,3.4291576154350256
2019-01-04 10:00:27,4503101193493052864,fraud_Huel-Langworth,misc_net,613.79,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,1979-07-03,adb6d0f6683c58b6eb977d46302f1595,1325671227,27.652622,-82.58645600000001,0,33712,3.389797860439678
2019-01-04 12:55:43,6011367958204270,fraud_Boyer-Reichert,shopping_net,973.92,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,7b22eab427fe1e7794d15d9e97b99b1b,1325681743,41.64892,-81.565274,0,44123,5.636173227551321
2019-01-04 13:19:04,3500165543009955,fraud_Breitenberg LLC,travel,1703.76,Ricky,Dunn,M,97689 Davis Point Apt. 967,Detroit,MI,48214,42.3669,-82.9938,673342,Health visitor,1983-09-02,aae2814cc22f39b426f22d39b3e60b11,1325683144,43.309324,-83.145764,0,48727,10.188680927361839
2019-01-04 14:57:38,630451534402,fraud_Turner and Sons,shopping_pos,1618.22,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,364551656831a28c88b2842bca7e1636,1325689058,46.942478,-85.668308,0,-1,9.655109858851219
2019-01-04 15:06:38,341546199006537,fraud_Predovic Inc,shopping_net,966.11,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,a59185fe1b9ccf21323f581d7477573f,1325689598,65.468863,-165.473127,1,-1,5.587456953935844
2019-01-04 15:20:17,4922710831011201,fraud_Corwin-Gorczany,misc_net,795.22,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,2e88359c19111450f2e481e6d527eec0,1325690417,40.352547,-79.327751,1,15671,4.521499975939818
2019-01-04 15:48:45,4922710831011201,"fraud_Bins, Balistreri and Beatty",shopping_pos,1015.8,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,7bd2173c927f2df10a800991cce11f89,1325692125,40.306614,-79.961163,1,15129,5.897407227425354
2019-01-04 15:49:04,4601636330889,"fraud_Willms, Kris and Bergnaum",shopping_pos,1101.1,Mark,Rivera,M,383 Contreras Hills Suite 658,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,1990-12-18,8af860f7a4b13e596c981b2f3f7e8d07,1325692144,29.659752,-95.215897,0,77587,6.429481252956754
2019-01-04 16:04:51,3589255887819806,fraud_Stoltenberg-Beatty,shopping_pos,2753.89,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,0a33afbb38fbe6642fac284e9dc7104e,1325693091,38.771454,-77.31021700000001,0,22039,16.739054859733344
2019-01-04 17:51:02,4642255475285942,"fraud_Kerluke, Kertzmann and Wiza",misc_net,823.39,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,a19dd8f1ca4d0ad8799ed7845e1fe260,1325699462,39.831076,-108.681553,0,-1,4.697215395625862
2019-01-04 19:09:48,3598215285024754,fraud_Jast-McDermott,shopping_pos,1426.3,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,57c67074b3a3a4b8c783fe82ff709db0,1325704188,40.222496,-73.724888,0,-1,8.457974489800968
2019-01-04 21:37:59,4469777115158234880,"fraud_Weimann, Kuhic and Beahan",shopping_pos,1545.65,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1980-11-22,eee4817a1ee989b269ba94df23e2d687,1325713079,43.318089,-70.893614,0,3868,9.202441488009322
2019-01-04 22:10:09,4922710831011201,fraud_Block-Parisian,misc_net,722.18,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,bec7c3860e212f2bd26708879eae59d5,1325715009,40.346282,-79.59966999999999,1,15644,4.065899895930281
2019-01-04 22:14:07,4922710831011201,fraud_Schmidt and Sons,shopping_net,898.81,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,d54162245d726a6d45cb6f4b8dc44501,1325715247,41.126312,-80.513488,1,44425,5.167661151846005
2019-01-04 22:22:44,4922710831011201,fraud_Ankunding LLC,shopping_net,1001.63,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,17aaea3bad11807b6011536f6333de8c,1325715764,39.911297,-80.626808,1,26036,5.809019314860525
2019-01-04 23:20:15,4173950183554608,fraud_Gutmann-Upton,misc_pos,632.25,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,c43e9c03816f7a41b911509ea2246229,1325719215,39.623898,-73.66449300000001,0,-1,3.5049454162580798
2019-01-04 23:44:56,4922710831011201,fraud_Hills-Witting,shopping_net,1099.99,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,0d6c902ae823b78f8a151381a3554680,1325720696,40.578351,-79.72757800000001,1,15068,6.422557429177859
2019-01-04 23:51:42,6011367958204270,fraud_Lemke-Gutmann,shopping_net,590.09,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,787b9e75e6b506e9a19eed025c5f5490,1325721102,40.380699,-82.697935,0,43011,3.2419648662416223
2019-01-05 03:14:56,4708992452821239,fraud_Durgan-Auer,misc_net,627.63,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",1938-09-08,8b2cfa37da34e4a8f3f4717f136881ca,1325733296,35.832007,-90.866532,0,72421,3.476127338908079
2019-01-05 03:42:42,30551643947183,fraud_Mante Group,misc_net,764.81,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,053a56589213b183e5c2b0c20ba124ec,1325734962,35.666705,-81.0839,0,28609,4.331812155114379
2019-01-05 14:15:20,343746486082492,fraud_Jast Ltd,shopping_net,712.75,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",1975-10-11,a24c66d3ba7de13fc1fbbae224adc8fc,1325772920,45.476625,-85.12889,0,49740,4.007078582205064
2019-01-05 15:19:04,4149635823017,fraud_Kassulke PLC,shopping_net,624.31,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,1977-06-14,8daf0fe295e4f0fced79ec1a68ca535c,1325776744,34.93727,-87.019347,0,35620,3.4554182443621904
2019-01-05 15:20:34,4220345354880,"fraud_Schroeder, Wolff and Hermiston",travel,799.5,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,3d7cc2221352189b87fa980257c2f9f0,1325776834,43.392140000000005,-84.13743199999999,0,48609,4.54819724240259
2019-01-05 18:03:18,341546199006537,fraud_McGlynn-Heathcote,misc_net,768.15,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,fba83e0a3adb530251295ab72a96b719,1325786598,64.623325,-166.403973,1,-1,4.35264600324187
2019-01-05 19:57:00,6011104316292105,fraud_Lemke-Gutmann,shopping_net,705.15,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,43543f718d904e6b3464e1020c00dcb3,1325793420,37.333444,-79.00370699999999,0,24538,3.959672221196404
2019-01-05 22:02:34,341546199006537,fraud_Dooley-Thompson,misc_net,849.49,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,b87c92d4824758e704da572891697fed,1325800954,65.266065,-164.865352,1,-1,4.860018819616126
2019-01-05 22:05:50,30328384440870,"fraud_Gottlieb, Considine and Schultz",shopping_net,1177.79,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,f1c51701d8b5dd6ebfe7c1aebf0c4fe7,1325801150,39.288305,-92.476947,1,65257,6.907848861608608
2019-01-05 22:32:28,341546199006537,fraud_Pouros-Haag,shopping_pos,730.78,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,2396a5b8e277a4ce1d4fa939d6e7b19b,1325802748,65.233866,-166.550779,1,-1,4.119543936019028
2019-01-05 22:33:55,341546199006537,fraud_Goyette Inc,shopping_net,1006.4,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,4d7e567247b6c4529ce4c32c03b2f040,1325802835,65.220316,-165.005725,1,-1,5.838773044072539
2019-01-05 22:38:15,341546199006537,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,830.72,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,773a3305db095657e1860a39dda24cf2,1325803095,65.710538,-165.98611699999998,1,-1,4.742937583282898
2019-01-05 22:57:12,2268221587779419,fraud_Schumm PLC,shopping_net,1067.73,Peggy,Berry,F,517 Vasquez Lodge,Vancouver,WA,98665,45.6892,-122.6616,299480,Teaching laboratory technician,1985-01-02,d335bbf0040e4945bbcb8647c40b5adc,1325804232,45.240503,-122.320118,0,97017,6.2213299020542605
2019-01-05 23:26:24,30328384440870,fraud_Barrows PLC,shopping_pos,762.93,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,19b126ecf4c79997e9edc6f260c09880,1325805984,40.205262,-93.499211,1,64679,4.320085318443817
2019-01-06 03:10:48,4682744518117239,fraud_Volkman Ltd,misc_net,840.76,Gregory,Webster,M,66035 Benjamin Villages,Syracuse,MO,65354,38.6547,-92.8929,628,"Radiographer, diagnostic",1961-12-18,0d71b51ca72f4aab3cf6ab13256b6d6f,1325819448,38.668922,-91.924921,0,65059,4.805563881246969
2019-01-06 03:41:04,501802953619,fraud_Heathcote LLC,shopping_net,625.07,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,1958-09-20,ee35050c98b35c3149fe4d73179c6781,1325821264,41.233797,-122.433728,0,96067,3.460158880463057
2019-01-06 05:54:54,341546199006537,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,576.96,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,30dff088b871a3f2eea6dba8956acd15,1325829294,65.677355,-165.95850900000002,0,-1,3.1600641399200833
2019-01-06 07:29:10,5456712664803820,"fraud_Gottlieb, Considine and Schultz",shopping_net,648.72,Pamela,Matthews,F,36659 Smith Club Apt. 080,Llano,NM,87543,36.1486,-105.6648,247,Architectural technologist,1961-10-24,eb28a1cfb7b1e8b7c99189ea094e0b03,1325834950,36.378846,-106.610246,0,-1,3.607679990707109
2019-01-06 08:31:00,4981132848794,fraud_Mohr Inc,shopping_pos,590.54,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,32fed6b37fdee7f6f512ae45ab6ea1b8,1325838660,40.188534,-81.21399,0,43973,3.2447718218276607
2019-01-06 13:30:18,30044330818990,fraud_Boyer-Reichert,shopping_net,607.66,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,87a3059cb2e421c61e432818d554346d,1325856618,25.623212,-82.533397,0,-1,3.351560887678746
2019-01-06 15:15:51,4178097073221156,fraud_Kuhic LLC,shopping_net,831.3,Jill,Flores,F,639 Cruz Islands,Baroda,MI,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",1981-03-29,c9b38744e8efa448ab53334cbe5df81b,1325862951,42.165761,-86.827786,0,-1,4.746555437149348
2019-01-06 15:34:16,30131826429364,fraud_Terry-Huel,shopping_net,865.43,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",1994-04-22,5247b9618e62bb9ed1b20711492b6411,1325864056,36.141317,-83.288762,0,37890,4.959447424152709
2019-01-06 17:34:40,4897067971111209737,"fraud_Boehm, Predovic and Reinger",misc_pos,945.02,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,1975-10-07,ebd98ba50b21e5fd8d42d489d2a73367,1325871280,27.951737,-83.56679100000001,0,-1,5.455904302136814
2019-01-06 17:38:28,6011348830550197,"fraud_Towne, Greenholt and Koepp",shopping_net,855.38,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,1f7a46194138570c8127edef3964c1c0,1325871508,34.306496,-87.636875,0,35581,4.896758749397837
2019-01-06 18:39:27,30328384440870,fraud_Fisher-Schowalter,shopping_net,855.88,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,bbae703c3794b7738d08739afbaef898,1325875167,40.786018,-93.301092,1,50060,4.899877588937881
2019-01-06 19:37:31,180042946491150,fraud_Auer-West,shopping_net,633.05,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",1989-02-28,6ca39d879715c052949352acd95522bf,1325878651,26.840459000000003,-83.518693,0,-1,3.5099355595221486
2019-01-06 22:25:17,213156747557083,"fraud_Roob, Conn and Tremblay",shopping_pos,1101.55,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,da2ee3fb3a65aeb8b73bb470c80b3331,1325888717,34.54218,-117.616706,0,92372,6.4322882085427935
2019-01-06 23:33:57,30328384440870,fraud_Gleason-Macejkovic,shopping_net,909.29,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,b98eb7183ee8a48e83539addc80ea9cc,1325892837,40.977312,-93.55098,1,50275,5.233032028605314
2019-01-07 01:10:24,30376238035123,fraud_McGlynn-Heathcote,misc_net,1555.17,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,ccaaaa3a9eb543bd74bf97cfb77ddade,1325898624,42.759476,-124.511383,0,97476,9.26182419285175
